	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Mastadenovirus	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Inovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomavirus	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Retroviridae_noname	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus
G80446	8.06858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15184	0.0	0.0	0.0
G78535	2.17997	0.0	0.00817	0.0	0.0	0.0	0.0	0.01845	0.6248600000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.11754	0.12468	0.0009400000000000001	0.0	0.0
G78536	3.18339	0.0	0.0	0.0	0.0	0.0	0.0	0.13352	1.2143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30967	0.0	0.0	0.24934	0.0	0.0	0.0	0.0	0.0	0.0	0.01172	0.0	0.0	0.0	6.3075	0.0	0.0	0.0	0.0
G78687	4.799119999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054279999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4064	0.07976	0.0	0.0	0.0
G78533	4.650869999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0149	0.0	0.0	0.0	0.0	0.0	0.43426000000000003	0.0	0.0	0.0	0.0	0.52422	0.0	0.01976	0.0	0.0
G80552	1.7816599999999998	0.62465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01826	0.0	0.0	0.0	0.0	0.02854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0923	0.0	0.0	0.0	0.0	0.09712	0.02248	0.00073	0.0
G80496	18.73126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00968	0.0	0.0
G80273	2.6255	0.0014	0.0	0.0	0.0	0.0	0.0	0.00815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.042869999999999	0.0	0.0	0.00663	0.0	0.0	0.0	0.0	0.00351	0.0	0.030989999999999997	0.01465	0.0	0.0	2.62246	0.0	0.5229600000000001	0.0	0.51047
G80499	4.17365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21491	0.0	0.0	0.00852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02487	0.0	0.0	0.0	0.0	0.0	0.00829	0.0	0.0	0.0	0.14257	0.0	0.0
G78619	15.314210000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00312	0.0	0.0	0.00955	0.0	0.0	0.0	0.0	0.0	0.004379999999999999	0.0	0.0	0.00343	0.0	0.00532	0.63038	0.017480000000000002	0.0	0.09293
G78545	7.82026	0.00082	0.0	0.0	0.0	0.0	0.00339	0.0	0.0	0.0	0.0	0.05205	0.0	0.0	0.0	0.0	0.0	0.0	1.8083599999999997	0.0	0.0	0.0	0.0	0.0	0.22371	0.0	0.0	0.0	0.31942	0.0	0.0	0.020130000000000002	0.0	5.6727	0.0	0.01348	0.16644	0.014169999999999999	0.0	0.0
G78541	0.96044	0.0	0.0	0.0	0.01907	0.0	0.0	0.0	0.027960000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10374000000000001	0.0	0.0	0.0	0.0	0.0	0.05533	0.007090000000000001	0.00855	4.74062	0.0	1.5424	0.25740999999999997	0.0	0.0	0.17479
G69236	6.81372	0.0	0.0	0.0	0.0	0.0	0.07226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048389999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012620000000000001	0.0	0.05396	0.00424	0.0	0.0	0.23205
G78528	1.71412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055420000000000004	0.0	0.0	0.0	0.0	0.01023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50955	0.01185	0.0	0.0	0.0
G80281	46.865809999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77987	0.0	3.38093	0.0	0.0	0.0	0.16226	0.0	0.0
G78839	0.23054000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00762	0.0	0.0	0.0	0.0	0.01495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17645999999999998	0.0	0.0	0.0	0.19680999999999998
G78591	46.436659999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00829	0.0	0.0	0.60338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007599999999999999	0.0	0.0	0.3052	0.031310000000000004	0.0	0.0
G78911	25.2205	0.00235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36494	0.05752	0.0	0.0	0.0
G80484	16.826179999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98098	0.00674	0.0	0.0	0.01672	0.0	0.0	0.0	0.0	0.72797	0.0	0.07505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78555	0.00823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019430000000000003	0.0	0.0	0.0	0.0	0.0	0.07715	0.0	0.0	0.82485
G78685	12.35481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.12057000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.80525	0.35176	0.17008	0.0	0.15678
G78612	23.876620000000003	0.00483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.56133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01819	0.0	0.0	1.7668	0.64774	0.0	0.0	0.90674
G80269	11.23217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020819999999999998	0.0	0.0	0.0	0.0	0.031030000000000002	0.02496	0.0	0.0	0.0224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00454	0.0	0.0	2.0392099999999997	0.32372	0.0	0.0	0.48157
G80356	8.14356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00409	0.0	0.0	0.01661	0.0	0.0	0.03053	0.0	0.0	0.0	0.0	0.00758	0.004379999999999999	0.0	1.5269700000000002	0.05177999999999999	0.0	0.0	0.17359000000000002
G80398	24.49427	0.0	0.20382999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25934	0.0	0.0	0.034460000000000005	0.0	0.0	0.00037999999999999997	0.0	0.0	0.34203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07909	0.052020000000000004	0.0	0.0	0.0	0.51186	0.0	0.0
G78762	24.77076	0.0	0.0	0.0	0.00301	0.0	0.0	0.0	0.0	0.0	0.0	0.05909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009059999999999999	0.0	0.0	0.07521	0.01084	30.750840000000004	0.0	0.0	0.29068	0.0	0.0	0.0
G78706	29.86522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0083	0.0105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01068	8.144039999999999	0.0	0.00105	1.2474299999999998	0.0	0.0	0.0
G80623	45.94007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054220000000000004	0.0	0.0	0.0	0.0	0.0	0.0122	0.0	0.0	0.0	0.0	0.0	0.0	0.03866	0.0	0.0	0.0	0.0	0.00484	0.62554	0.0	0.0
G78621	3.98906	0.0	0.0	0.0	0.0	0.0	0.0	0.18029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02634	0.0	0.0	0.01433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32114000000000004
G78575	8.63742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13109
G80572	1.2722	0.36269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021169999999999998	0.0	0.0	0.0	0.0	0.0	0.2005	0.0	0.0
G78620	4.4633199999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.65459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014190000000000001	0.0	0.041010000000000005	0.0	0.43563
G78582	5.74263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36062	0.0	0.0	0.0	0.0	0.0	0.0	0.02144	0.0	0.07874	0.0	0.0	0.37496	0.05786	0.0	0.0
G80587	0.01185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50878	0.0	0.0	0.07605	0.0	20.84655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04967	0.0	0.08645	0.0	0.0	60.67496	0.0	0.0	0.0
G78583	8.11428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6101800000000001	0.0215	0.0	0.0	0.7359600000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14454	0.0	0.0143	0.6643100000000001	0.0	0.0	0.0
G80539	8.04996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6803100000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6965599999999998	0.0	0.39024000000000003	0.0	0.0	10.25567	0.06345	0.0	0.0
G80438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.37639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03634	0.0	0.05321	0.0	0.0	9.36795	0.0	0.0	0.0
G78605	4.5318	0.0	0.0	0.0	0.0	0.0	0.31279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	1.8648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01548	0.0	0.0	2.63866	0.0	0.0	0.0
G78604	3.6706800000000004	0.0	0.0	0.0	0.0	0.0	0.63717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17968	0.0	0.0	0.0	1.8313400000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.3505	0.0	0.0	0.0
G78914	1.39288	0.0	0.0	0.0	0.0	0.0	0.34234000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09135	0.0	0.0	0.0	0.08788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01652	0.00763	0.0	0.0	0.34368000000000004	0.0	0.0	0.0
G78613	1.58324	0.0	0.0	0.0	0.0	0.0	0.6300399999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3219	0.0	0.0	0.03777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31882	0.0	0.0	0.0
G80366	6.312790000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026439999999999998	0.0	0.0	0.0	0.0	0.0	3.16047	0.0	0.0	0.0	0.0	0.0	0.156	0.0	0.0	0.0
G80601	10.12352	0.57358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95839	0.026660000000000003	0.0	0.20881	0.0	0.0	0.0	0.03514	0.0	0.0
G80489	1.2359799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00796	0.0	0.0	0.01491	0.0	0.0	0.0	0.0	0.0	0.1007	0.0	0.0	0.38231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78855	6.16861	0.0	0.0	0.0	0.0	0.0	0.0	0.01782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123	0.0	0.0	0.0	0.0	0.0	3.38781	0.0	0.0	0.0	0.0	0.5112800000000001	0.0	0.057510000000000006	0.0	0.0
G80452	10.55388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025939999999999998	0.0	0.0	0.0	0.0234	0.0	0.0	0.0	0.0	0.0	0.0	0.13893	0.0	0.0	0.0	0.0	0.0	0.0	0.06019	0.0
G80599	12.56989	0.48652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014240000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08275	0.0	0.0	0.0	0.0	5.61233	0.013630000000000001	0.0	0.0
G80435	8.32103	0.0	0.0	0.0	0.0	0.0	0.0048200000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01066	0.0	0.0	0.0	0.00064	0.0	0.0	0.04009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42213	0.0
G80278	11.65569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12402	0.0	0.0	0.0	1.4167
G80333	13.599979999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0061	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.8064	0.00074	0.0	0.0	0.27078	0.0	0.0	0.0	0.0	0.0	0.00302	0.00366	0.0	0.0	0.0	8.62862	0.13826	0.052070000000000005	0.0	0.17583
G78751	18.160829999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2276	0.0	0.0	0.0	0.0	5.58915	0.0981	0.0	0.0	0.18265	0.0	0.0	0.0	0.0	0.0	0.0	0.03295	0.0	0.0	0.0	0.0	0.0	1.55223	0.0	0.0
G69201	19.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04948	0.0	0.0	0.09277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00367	0.0	0.70398	0.13058	0.0	0.0	0.0
G78566	2.00287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15075	0.00164	0.0	0.0	0.14974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82325	0.010620000000000001	0.0	0.0	2.13575
G78809	2.9695099999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97258	0.0	0.0	0.0	0.3371	0.0	0.0	0.0	0.0	0.0	0.02925	0.0	0.0	0.0	0.0	6.42056	0.0	0.0	0.0	2.07233
G69214	4.08908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61737	0.0	0.0	0.0	0.81706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.450729999999998	0.0	0.0	0.0	4.12985
G69229	51.810759999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00656	0.0	0.0	0.0	0.014219999999999998	0.0	0.0	0.01445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02093	0.0	0.035410000000000004	0.0	0.0	0.0	1.08755	0.0	0.0
G69146	3.8107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54813	0.03642	0.0	0.02797	0.02164	0.0	0.0	0.03307	0.0	0.0	0.0	7.084789999999999	0.00808	0.0	0.0	34.48695	0.04353	0.0	0.0	0.00398
G78808	5.4665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84928	0.0028399999999999996	0.0	0.0	0.51537	0.0	0.0	0.0	0.0	0.0	0.10167999999999999	0.0	0.0	0.0	0.0	4.84887	0.00131	0.0	0.0	1.62588
G78505	6.33905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10862000000000001	0.0	0.0	0.0	0.034010000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.01068	0.01269	0.0	0.0	13.49785	0.09933	0.03757	0.0	0.22849
G78899	18.43214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2975	0.0	0.0
G78538	8.029110000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19251	0.0	0.0	0.0	0.0	0.0	25.53877	0.0	0.0	0.0	0.0	0.0	0.0	0.73224	0.0	0.0	0.26987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03238	0.0	33.7561	0.43513	0.0	0.0	0.20417000000000002
G80329	0.11505	0.0	0.0	0.0	0.0	0.0	0.14431	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.80618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58647	34.624390000000005	0.0	0.0
G78727	87.46014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035399999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.041530000000000004	0.0	0.9830200000000001	0.0	0.0	0.00215	0.0	0.0	0.0
G78891	8.638760000000001	0.0	0.0	0.0	0.00425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17245	0.0	0.0	0.0	0.0	1.4282	0.0	0.34497	0.0	31.617209999999996	0.0	0.0	0.73041	0.0	0.0	0.0
G78901	41.80932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016600000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.02207	0.0	0.0	0.0	0.0	0.0	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.06306	0.00456	17.680020000000003	0.0	0.0	0.0	0.07958	0.0	0.0
