	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Mastadenovirus	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Inovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomavirus	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Retroviridae_noname	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus
G69209	74.69592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.96	0.0	0.0	1.13951	0.0	0.0	0.0
G80417	70.26207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007679999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00556	0.0	0.0	0.020130000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.09608	0.0	10.6402	0.0	0.0	0.15067	0.04102	0.0	0.0
G69210	89.55123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01725	0.0	0.0	0.0	0.03493	0.0	0.0
G78778	83.1799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89755	7.91988	0.0	0.0	0.5665100000000001	0.0	0.0	0.0
G80506	0.00088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009290000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010620000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011300000000000001	0.0	0.0
G80580	0.14847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030039999999999997	0.0	0.07335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21652	0.23423000000000002	0.0070599999999999994	0.0	0.0	0.0	0.32703000000000004	0.0	0.0	0.0
G80405	1.23403	0.0	0.0	0.0	0.0	0.0	0.01261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61469	0.0	0.0	0.0	0.0	0.0	0.0	0.07557	0.0	0.0	0.0	0.0	0.0	0.27598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36129
G80410	1.9131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82418	0.0	0.0	0.27657	0.0	0.0	0.0	0.14205	0.0	0.0	0.0	0.0	0.0	0.127	0.0862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.83663
G80299	1.04456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54708	0.0	0.0	0.03594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09523	0.0	0.0	0.0
G80304	2.33089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50652	0.0	0.0	0.0	0.12818
G80357	1.43545	0.0	0.0	0.0	0.0	0.0	0.0	20.87961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01083	0.0	0.0	0.0	0.0	0.0	0.0	0.24929	0.0	0.0	0.0	0.0	0.0	0.02481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60425
G69152	44.79578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035600000000000002	0.0	0.54357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023030000000000002	0.0	0.22544	0.0	0.0	1.9074099999999998	2.2765299999999997	0.0	0.5942
G78594	43.52975	0.0	0.0	0.0	0.0	0.0	0.09581	0.01505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.62121	0.19426	0.0	0.008029999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51604	0.00725	0.7507699999999999	0.0	0.27321
G78507	50.68248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26300999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06291000000000001	0.0	0.0	0.0	0.0	0.0035700000000000003	0.0	0.0	0.03986	0.0	0.0585	0.0	0.0	0.43355	1.38294	0.0	0.29208
G80453	36.764109999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14802	0.0	0.0	0.12372000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54905	0.0	0.00454	0.0	0.0	0.28241	2.5636799999999997	0.0	0.0
G69170	20.06438	0.0	0.0	0.0	0.0	0.0	0.010029999999999999	0.0	0.71938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40371999999999997	0.11234000000000001	0.005229999999999999	0.04278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61308	0.07944	0.13158	0.0	0.31831
G78521	14.89259	0.00263	0.0	0.0	0.0	0.0	0.52668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04496	0.0	0.0	0.0113	0.11607999999999999	0.0	0.0	0.07608999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.01883	0.0028899999999999998	0.01876	0.0	0.0	0.9501799999999999	0.0	0.0	0.0
G78527	1.38916	0.0	0.0	0.0	0.0	0.0	0.2104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01891	0.017509999999999998	0.6160800000000001	0.0	0.0	0.01089	0.0	0.0	0.0	0.0	0.0	0.0	0.04553	0.00262	0.0	0.0	0.0	0.0	0.0	0.00557	0.0
G78681	6.93173	0.0	0.0	0.0	0.0	0.0	1.4593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00251	0.0	0.0	0.05144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010709999999999999	0.0	0.0	0.7641600000000001	0.6380399999999999	0.0534	0.0	0.0
G78682	28.36657	0.0	0.0	0.0	0.0	0.0	0.0	0.00671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27272	0.0	0.0	0.26279	0.0	0.0	0.0	0.0	0.0	0.21350999999999998	0.26661999999999997	0.0026	0.0	0.0	3.3924800000000004	0.0	0.0544	0.0	0.0
G78869	1.7408599999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03386	0.0	0.0	0.044660000000000005	0.0	0.0	0.0	0.0	0.0	0.06824	0.0	0.0	0.0	0.0	0.75617	0.045489999999999996	0.0	0.0	0.0
G80460	28.711240000000004	0.0	0.02223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035460000000000005	0.0	0.0	0.0	0.0	0.0	0.02086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1316	0.03756	0.79784	0.0	0.0	0.0	0.73429	0.0	0.0
G80610	16.15223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01193	0.0	0.0	0.0036899999999999997	0.69711	0.0	0.18529	0.0	0.0	0.0	2.81073	0.0	0.0
G80547	42.617470000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00091	0.0047	0.0	0.0	0.0631	0.0	0.0	0.0	0.0	0.0	0.0	0.02369	0.012209999999999999	0.0	0.0	1.5682200000000002	0.030289999999999997	0.06076	0.0	0.18573
G78909	77.76878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0292	0.0	0.00517	0.0	0.0	0.0	0.0	0.0	0.0	0.00449	0.0	0.0	0.0	0.0	0.0	19.110789999999998	0.0	0.0	0.0	0.0	0.0	0.0
G80550	8.92935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00209	0.0	0.0	0.0	0.0	0.07633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04437	0.0	0.0	0.0	0.0	0.40442	0.0	0.0	0.0
G78861	78.30807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9725700000000002	1.57917	0.0	0.0	0.4235	0.0	0.0	0.0292	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	1.4138700000000002	0.06813	3.39826	0.0	0.0
G78860	91.19423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.010759999999999999	0.0	0.0	0.00183	0.0	0.0	0.00045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02167	0.14865	1.41951	0.0	0.0
G80337	85.22574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13594	0.0	0.0	0.0	1.8862299999999999	0.0	0.0
G78556	0.32032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45273	0.0	0.0	0.0	0.0	0.49154	0.08782999999999999	0.0	0.0
G78712	3.4101800000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056929999999999994	0.0	0.0	0.024640000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68234	0.0	0.0	0.0
G78498	6.27303	0.00412	0.0	0.0	0.0	0.0	0.0	0.0	0.013869999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15814	0.0	0.0	0.0	0.67815	0.08007	1.88335	0.0	0.0
G78868	75.85745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11522	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02514	0.0	0.0	0.0	0.01395	0.0	2.32626	0.0	0.0	0.29314	8.00817	0.0	0.0
G78559	97.1609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2184	0.0	0.0008900000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11873	0.0	0.0	0.0	0.9950200000000001	0.0	0.7716	0.0	0.0	0.0	0.06604	0.0	0.0
G78630	2.87345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012240000000000001	0.0	0.0	0.00209	0.0	0.0	0.0	0.0	0.0	1.46365	0.0	0.0	0.0	0.0	0.7107399999999999	0.0	0.0	0.0	0.014509999999999999
G78690	62.70664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04726	0.0	0.0	0.0	0.0	0.0	0.02827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29325	0.0	0.01553	0.0	0.0	0.2435	1.3275299999999999	0.0	0.0
G80339	1.59274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05269	0.0	0.0	0.0	0.0	0.00683	0.0	0.0	0.0	0.12659	0.0	0.0	0.0	0.0	10.41403	0.027260000000000003	0.0	0.0	0.0
G78889	0.02847	0.0	0.00298	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15716	3.00798	0.0	0.0	0.60358	0.0	0.0	0.0	0.0	0.01876	0.0	0.20157	0.00919	0.02482	0.0	2.03455	0.24406999999999998	0.01445	0.0	0.0
G80338	7.75276	0.0	0.0	0.0	0.0	0.0	0.27389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04572	0.0	0.0	0.0	0.0	0.08004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201	0.0	0.0	5.7232	0.041710000000000004	0.0	0.0	0.0
G78502	1.20553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09177	0.0	0.0	0.06866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.6619	0.01054	0.0	0.0	0.11273
G78737	3.74378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09226000000000001	0.0	0.0	0.0	0.0	0.0	0.07841000000000001	0.0	0.0	0.0	0.0	0.35574	0.03759	0.0	0.0	0.01329
G78663	19.48091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00825	0.0	0.0	0.10246	0.12821	0.0	0.0	0.0
G80402	9.54081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0484200000000001	0.0	0.0	0.0	0.0	0.0	0.03148	0.00037999999999999997	0.0	0.0
G80581	0.13146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.01265	0.0	0.0	0.0	0.0	0.021169999999999998	0.0	0.0	0.0
G78655	4.18844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4547	0.0	0.007259999999999999	0.0	0.0	0.32789	0.0	0.0	0.0	0.0	0.0	0.15122	0.0	0.02913	0.0	0.0	0.0028699999999999997	1.16277	0.0	0.0	0.0
G80422	10.28132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11125	0.0	0.0	0.0	0.0	0.014490000000000001	0.0	0.0	0.0	0.0	0.0	0.09477000000000001	0.0	0.0	0.0	0.0	0.0	0.08511	0.0	0.0	0.0
G78587	6.0795900000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.01243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1357	0.0	0.009940000000000001	0.0	0.0	0.68882	0.0	0.0	0.0	0.0	0.0	0.10125	0.0	0.0	0.0	0.0	0.0	0.30374	0.0	0.0	0.0
G78654	3.35815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12539	0.0	0.0	0.0	0.0	0.05101	0.0	0.0	0.0	0.0	0.0	0.13729	0.0	0.0	0.0	0.0	0.0	0.08479	0.0	0.0	0.0
G80450	8.11148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11457	0.0	0.0	0.0	0.0	0.05247	0.0	0.0	0.0	0.0	0.0	0.33194	0.0	0.0	0.0	0.0	0.0	0.08366	0.0	0.0	0.0
G78586	4.97417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08435	0.0	0.01253	0.0	0.0	0.31506	0.0	0.0	0.0	0.0	0.0	1.0702	0.0	0.0	0.0	0.0	0.015269999999999999	0.23799	0.0	0.0	0.0
G80578	1.40505	0.64681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00477	0.0	0.0	0.0	0.0	2.67624	0.0	0.0	0.0	0.0	0.0	0.02156	0.05525	0.0	0.0	0.0	0.0	0.0	0.0068200000000000005	0.0	0.0
G80306	0.9033899999999999	0.00405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.61557	0.0	0.0	0.0	0.0	0.0	0.0	0.01793	0.0	0.0	0.0	0.0	0.014669999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28627	0.0	0.01349	0.0	0.0
G80362	3.51001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7123400000000002	0.10165	0.0	0.0	0.049030000000000004
G78801	84.28832	0.0	0.0	0.0	0.0	0.0	0.0	0.006529999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01944	0.0	0.0	0.0	0.0	0.0	0.0746	0.0	0.0	0.02044	0.0	0.0	0.0	0.0	0.0	0.00784	0.0	0.0	0.009940000000000001	0.0	0.00392	0.10668	0.0	0.0	0.0
G78902	94.59236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.00253	0.0	0.0	0.0	0.0	0.0	0.00942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.222980000000001	0.0	0.0	0.00747	0.039310000000000005	0.0	0.0
G80407	42.542229999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.0	0.0	0.0438	0.0	0.0	0.0	0.0	0.0037	0.0	0.0	0.0	0.03392	0.0	0.06662	0.02905	0.0	0.0	0.0
G69232	8.56708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07728	0.0343	0.0	0.0	0.02216
G78908	24.877670000000002	0.67296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22629000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14806	0.12185	0.0	0.62062	0.14951	0.01012	0.0	3.40461
G78907	4.54014	0.00282	0.0	0.0	0.0637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03816	0.0	0.01985	0.0	0.0	0.06217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02982	0.0	0.0	30.36213	0.07908	0.0	0.0	1.55549
G78544	76.13643	0.0	0.0	0.0	0.0118	1.81194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028939999999999997	0.0	0.00915	0.01936	0.0	0.0	0.0	0.0	0.0	0.0	0.13347	0.0	0.65009	0.0	0.06047	0.038310000000000004	4.73565	0.0	0.0
G78730	2.58983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00835	0.0	0.0	0.0	0.0	0.01287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0169	0.0	0.0	0.19975	0.01149	0.0	0.0	0.1682
G78849	88.02533000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00182	0.0	2.05215	0.0	0.0	0.0	0.0	0.0	0.0
G69156	96.93738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01287	0.0	0.00218	0.0	2.61432	0.0	0.0
G69195	7.503189999999999	0.0	0.0	0.0	0.0	27.520979999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15454	0.0	0.0	0.0	0.0	0.0	0.03683	0.0	0.0	0.0	0.0	0.0081	0.10388	0.0	0.0	0.02019
G80527	0.00585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
